station_name,connection_id,panorama_id,connected_panorama_id,building_level_comparison,heading,panorama_lat,panorama_lng,connected_panorama_lat,connected_panorama_lng
東京駅,47,Ew3zqwTG6DoAqU0gcJdKGg,fhCMbScncDgXBEPzJDYvnw,1,-155.4231081,35.68210605,139.7666315,35.68180421,139.7664897
東京駅,47,fhCMbScncDgXBEPzJDYvnw,Ew3zqwTG6DoAqU0gcJdKGg,-1,24.57689192,35.68180421,139.7664897,35.68210605,139.7666315
東京駅,48,Ew3zqwTG6DoAqU0gcJdKGg,sapbLTdObKDVQXZHuOHr3A,1,34.03229702,35.68210605,139.7666315,35.68225745,139.7667379
東京駅,48,sapbLTdObKDVQXZHuOHr3A,Ew3zqwTG6DoAqU0gcJdKGg,-1,-145.967703,35.68225745,139.7667379,35.68210605,139.7666315
東京駅,49,cLxtqpehtrGdDZwUap07vA,vKqu3898w_9gCv5OBdBIlA,1,-163.1883686,35.68228837,139.7668783,35.68212497,139.7668281
東京駅,49,Hg3mPZmAWqkgM9VxwwWIhA,vKqu3898w_9gCv5OBdBIlA,1,-151.0702189,35.68227861,139.7669158,35.68212497,139.7668281
東京駅,49,vKqu3898w_9gCv5OBdBIlA,cLxtqpehtrGdDZwUap07vA,-1,16.81163136,35.68212497,139.7668281,35.68228837,139.7668783
東京駅,49,vKqu3898w_9gCv5OBdBIlA,Hg3mPZmAWqkgM9VxwwWIhA,-1,28.92978112,35.68212497,139.7668281,35.68227861,139.7669158
東京駅,50,abd2Wjc0le_0DjdFPQUWIw,P5oRZVlbO7F9DkURqv-paA,1,-169.6660567,35.68224105,139.7670647,35.68207078,139.7670334
東京駅,50,P5oRZVlbO7F9DkURqv-paA,abd2Wjc0le_0DjdFPQUWIw,-1,10.33394327,35.68207078,139.7670334,35.68224105,139.7670647
東京駅,51,Uwq1Ju9w9puVqa3iw8_DBw,pMklqJOZ8qlYQw1WJBS1hg,1,-155.7916424,35.68215667,139.7672431,35.68198483,139.7671638
東京駅,51,Uwq1Ju9w9puVqa3iw8_DBw,C2jJV_GvWyVT4-aFJnWgqg,1,-165.081114,35.68215667,139.7672431,35.68197846,139.7671949
東京駅,51,pMklqJOZ8qlYQw1WJBS1hg,Uwq1Ju9w9puVqa3iw8_DBw,-1,24.2083576,35.68198483,139.7671638,35.68215667,139.7672431
東京駅,51,C2jJV_GvWyVT4-aFJnWgqg,Uwq1Ju9w9puVqa3iw8_DBw,-1,14.91888597,35.68197846,139.7671949,35.68215667,139.7672431
東京駅,52,sSWdk_8mVWlyecNbfModFA,Ly0h5nSkzYVaRaH7APJbaA,1,-168.7873386,35.68210943,139.7674308,35.68193857,139.7673965
東京駅,52,Ly0h5nSkzYVaRaH7APJbaA,sSWdk_8mVWlyecNbfModFA,-1,11.2126614,35.68193857,139.7673965,35.68210943,139.7674308
東京駅,53,LEEP7LUt7O4DCqA0l21IcA,PJDGhufCw9P3TFiYgha6ZQ,1,25.66471018,35.68211864,139.767394,35.68228953,139.7674784
東京駅,53,PJDGhufCw9P3TFiYgha6ZQ,LEEP7LUt7O4DCqA0l21IcA,-1,-154.3352898,35.68228953,139.7674784,35.68211864,139.767394
東京駅,54,g_QE8QgaSLHdyjzcgCb8JA,BsrtanwmiAVwAgOXbnj_tQ,1,12.02952286,35.68076659,139.7671916,35.68098653,139.7672391
東京駅,54,BsrtanwmiAVwAgOXbnj_tQ,g_QE8QgaSLHdyjzcgCb8JA,-1,-167.9704771,35.68098653,139.7672391,35.68076659,139.7671916
東京駅,55,q3Wm3alvKV-w5HwgeekZqg,YG0yZFm9k2AE8aANu1GJpA,1,-171.1087246,35.68064036,139.7671447,35.68045691,139.7671157
東京駅,55,q3Wm3alvKV-w5HwgeekZqg,NRFEDxlnCE4Qr9Ty9N_CCg,1,-179.9969179,35.68064036,139.7671447,35.68044959,139.7671447
東京駅,55,YG0yZFm9k2AE8aANu1GJpA,q3Wm3alvKV-w5HwgeekZqg,-1,8.891275416,35.68045691,139.7671157,35.68064036,139.7671447
東京駅,55,NRFEDxlnCE4Qr9Ty9N_CCg,q3Wm3alvKV-w5HwgeekZqg,-1,0.003082110927,35.68044959,139.7671447,35.68064036,139.7671447
東京駅,56,n4C__evktN_5lAXUtjkN4g,bcPptlfX34TcxSk8aPfYbA,1,-171.2499662,35.68058628,139.7673644,35.6804028,139.7673359
東京駅,56,n4C__evktN_5lAXUtjkN4g,0Yht2c1hjFVwbVn60QAg6A,1,176.8006447,35.68058628,139.7673644,35.6803931,139.7673752
東京駅,56,bcPptlfX34TcxSk8aPfYbA,n4C__evktN_5lAXUtjkN4g,-1,8.750033792,35.6804028,139.7673359,35.68058628,139.7673644
東京駅,56,0Yht2c1hjFVwbVn60QAg6A,n4C__evktN_5lAXUtjkN4g,-1,-3.199355262,35.6803931,139.7673752,35.68058628,139.7673644
東京駅,57,d7arD3tvVBIKLOf-fiMqVw,IW70jJ18bmdCB92dO27pRA,1,30.39583283,35.68072176,139.7674163,35.68093467,139.7675456
東京駅,57,d7arD3tvVBIKLOf-fiMqVw,2P0B40ZEv5vBi7f8onR-Rw,1,36.99620642,35.68072176,139.7674163,35.68092775,139.7675787
東京駅,57,IW70jJ18bmdCB92dO27pRA,d7arD3tvVBIKLOf-fiMqVw,-1,-149.6041672,35.68093467,139.7675456,35.68072176,139.7674163
東京駅,57,2P0B40ZEv5vBi7f8onR-Rw,d7arD3tvVBIKLOf-fiMqVw,-1,-143.0037936,35.68092775,139.7675787,35.68072176,139.7674163
